fecha;intensidad;ocupacion;vmed
2018-01-02 16:15:00;4545;9;68
2018-01-02 16:30:00;4245;8;70
2018-01-02 16:45:00;4260;8;70
2018-01-02 17:00:00;4824;9;68
2018-01-02 17:15:00;4104;8;69
2018-01-02 17:30:00;4032;7;68
2018-01-02 17:45:00;4704;9;69
2018-01-02 18:00:00;5148;10;68
2018-01-02 18:15:00;5112;9;68
2018-01-02 18:30:00;5610;10;67
2018-01-02 18:45:00;5850;11;67
2018-01-02 19:00:00;6285;12;63
2018-01-02 19:15:00;5520;10;66
2018-01-02 19:30:00;5532;10;68
2018-01-02 19:45:00;5760;11;66
2018-01-02 20:00:00;5220;10;67
2018-01-02 20:15:00;4080;8;68
2018-01-02 20:30:00;3624;7;69
2018-01-02 20:45:00;3768;7;68
2018-01-02 21:00:00;3750;7;67
2018-01-02 21:15:00;3804;8;70
2018-01-02 21:30:00;3525;8;70
2018-01-02 21:45:00;3924;9;69
2018-01-02 22:00:00;3336;7;69
2018-01-02 22:15:00;2652;6;70
2018-01-02 22:30:00;2484;5;68
2018-01-02 22:45:00;2400;4;70
2018-01-02 23:00:00;2055;4;69
2018-01-02 23:15:00;1440;2;71
2018-01-02 23:30:00;1320;2;70
2018-01-02 23:45:00;1215;2;71
2018-01-03 00:00:00;1260;3;70
2018-01-03 00:15:00;924;2;72
2018-01-03 00:30:00;948;2;71
2018-01-03 00:45:00;504;1;70
2018-01-03 01:00:00;552;1;72
2018-01-03 01:15:00;465;1;69
2018-01-03 01:30:00;495;1;66
2018-01-03 01:45:00;336;1;70
2018-01-03 02:00:00;300;0;73
2018-01-03 02:15:00;330;1;71
2018-01-03 02:30:00;195;0;56
2018-01-03 03:00:00;120;0;66
2018-01-03 03:15:00;120;0;65
2018-01-03 03:30:00;72;0;38
2018-01-03 03:45:00;168;0;71
2018-01-03 04:15:00;75;0;61
2018-01-03 04:45:00;192;0;58
2018-01-03 05:00:00;156;0;74
2018-01-03 05:15:00;345;0;70
2018-01-03 05:30:00;195;1;71
2018-01-03 06:00:00;912;1;71
2018-01-03 06:15:00;1212;3;70
2018-01-03 06:30:00;1248;2;69
2018-01-03 06:45:00;2724;5;70
2018-01-03 07:00:00;3645;7;70
2018-01-03 07:15:00;4728;8;70
2018-01-03 07:30:00;5010;9;68
2018-01-03 07:45:00;4140;8;68
2018-01-03 08:00:00;4596;8;67
2018-01-03 08:15:00;4590;9;68
2018-01-03 08:30:00;4530;9;67
2018-01-03 08:45:00;4236;8;69
2018-01-03 09:00:00;4860;9;68
2018-01-03 09:15:00;3870;7;71
2018-01-03 09:30:00;4284;8;69
2018-01-03 09:45:00;4785;10;67
2018-01-03 10:00:00;4605;9;67
2018-01-03 10:15:00;4452;9;68
2018-01-03 10:30:00;4200;8;68
2018-01-03 10:45:00;4656;9;67
2018-01-03 11:00:00;4392;8;67
2018-01-03 11:15:00;5370;12;65
2018-01-03 11:30:00;4392;8;66
2018-01-03 11:45:00;4980;10;66
2018-01-03 12:00:00;4695;10;67
2018-01-03 12:15:00;4632;10;66
2018-01-03 12:30:00;4332;8;68
2018-01-03 12:45:00;4932;9;67
2018-01-03 13:00:00;4320;9;68
2018-01-03 13:15:00;4200;8;67
2018-01-03 13:30:00;4740;9;67
2018-01-03 13:45:00;5232;10;66
2018-01-03 14:00:00;5004;9;67
2018-01-03 14:15:00;4932;9;67
2018-01-03 14:30:00;5136;9;66
2018-01-03 14:45:00;5700;10;67
2018-01-03 15:00:00;5820;10;67
2018-01-03 15:15:00;4770;8;69
2018-01-03 15:30:00;4152;7;70
2018-01-03 15:45:00;4665;8;68
2018-01-03 16:00:00;4500;9;67
2018-01-03 16:15:00;3765;7;68
2018-01-03 16:30:00;3372;7;69
2018-01-03 16:45:00;3888;8;67
2018-01-03 17:00:00;4215;8;68
2018-01-03 17:15:00;5052;10;68
2018-01-03 17:30:00;4665;9;68
2018-01-03 17:45:00;5064;10;67
2018-01-03 18:00:00;4845;9;67
2018-01-03 18:15:00;5115;10;68
2018-01-03 18:30:00;5604;10;66
2018-01-03 18:45:00;5712;10;65
2018-01-03 19:00:00;6300;12;63
2018-01-03 19:15:00;5904;11;66
2018-01-03 19:30:00;5685;10;65
2018-01-03 19:45:00;6240;11;67
2018-01-03 20:00:00;5436;10;66
2018-01-03 20:15:00;5748;10;65
2018-01-03 20:30:00;5385;11;65
2018-01-03 20:45:00;5160;10;66
2018-01-03 21:00:00;4455;9;68
2018-01-03 21:15:00;3540;7;71
2018-01-03 21:30:00;3360;6;73
2018-01-03 21:45:00;3372;7;69
2018-01-03 22:00:00;3150;6;70
2018-01-03 22:15:00;2736;5;70
2018-01-03 22:30:00;2244;4;71
2018-01-03 22:45:00;2484;4;71
2018-01-03 23:00:00;2148;4;69
2018-01-03 23:15:00;1395;2;70
2018-01-03 23:30:00;1476;3;72
2018-01-03 23:45:00;1725;3;70
2018-01-04 00:00:00;1620;4;69
2018-01-04 00:15:00;1044;2;67
2018-01-04 00:30:00;1290;3;68
2018-01-04 00:45:00;1020;2;71
2018-01-04 01:00:00;1005;2;70
2018-01-04 01:15:00;675;2;74
2018-01-04 01:30:00;744;1;71
2018-01-04 01:45:00;732;2;67
2018-01-04 02:00:00;645;2;69
2018-01-04 02:15:00;252;1;71
2018-01-04 02:30:00;480;1;71
2018-01-04 02:45:00;390;1;77
2018-01-04 03:00:00;180;1;65
2018-01-04 03:30:00;240;1;71
2018-01-04 03:45:00;210;0;65
2018-01-04 04:00:00;180;0;74
2018-01-04 04:30:00;108;0;43
2018-01-04 05:00:00;180;0;76
2018-01-04 05:30:00;372;1;74
2018-01-04 05:45:00;432;1;71
2018-01-04 06:00:00;552;1;70
2018-01-04 06:15:00;744;2;73
2018-01-04 06:30:00;1308;2;72
2018-01-04 06:45:00;2010;4;71
2018-01-04 07:00:00;4080;7;71
2018-01-04 07:15:00;4992;9;71
2018-01-04 07:30:00;5550;11;68
2018-01-04 07:45:00;4596;9;68
2018-01-04 08:00:00;4680;9;68
2018-01-04 08:15:00;4215;8;67
2018-01-04 08:30:00;3720;8;70
2018-01-04 08:45:00;3792;8;69
2018-01-04 09:00:00;4752;9;68
2018-01-04 09:15:00;4560;9;69
2018-01-04 09:30:00;4308;8;70
2018-01-04 09:45:00;4620;9;66
2018-01-04 10:00:00;4455;8;69
2018-01-04 10:15:00;5160;10;67
2018-01-04 10:30:00;4056;8;69
2018-01-04 10:45:00;4524;7;71
2018-01-04 11:00:00;4932;9;68
2018-01-04 11:15:00;4656;9;66
2018-01-04 11:30:00;4176;7;69
2018-01-04 11:45:00;4530;9;67
2018-01-04 12:00:00;5265;10;67
2018-01-04 12:15:00;4788;9;67
2018-01-04 12:30:00;4992;10;68
2018-01-04 12:45:00;4824;9;67
2018-01-04 13:00:00;4680;8;65
2018-01-04 13:15:00;4830;10;66
2018-01-04 13:30:00;4500;9;68
2018-01-04 13:45:00;4875;8;67
2018-01-04 14:00:00;4644;8;68
2018-01-04 14:15:00;5595;10;67
2018-01-04 14:30:00;5856;11;66
2018-01-04 14:45:00;5460;9;66
2018-01-04 15:00:00;5388;10;66
2018-01-04 15:15:00;4464;9;69
2018-01-04 15:30:00;4824;9;69
2018-01-04 15:45:00;4428;10;67
2018-01-04 16:00:00;4344;8;69
2018-01-04 16:15:00;4416;8;69
2018-01-04 16:30:00;4428;9;67
2018-01-04 16:45:00;4380;8;66
2018-01-04 17:00:00;4410;8;69
2018-01-04 17:15:00;5052;9;66
2018-01-04 17:30:00;4815;9;68
2018-01-04 17:45:00;5565;11;65
2018-01-04 18:00:00;5310;10;68
2018-01-04 18:15:00;5340;10;64
2018-01-04 18:30:00;5316;10;65
2018-01-04 18:45:00;5328;9;66
2018-01-04 19:00:00;6372;11;65
2018-01-04 19:15:00;6132;12;62
2018-01-04 19:30:00;6108;11;63
2018-01-04 19:45:00;4860;30;28
2018-01-04 20:00:00;5388;19;39
2018-01-04 20:15:00;4932;9;62
2018-01-04 20:30:00;5145;10;63
2018-01-04 20:45:00;5052;10;65
2018-01-04 21:00:00;4500;8;67
2018-01-04 21:15:00;4092;8;67
2018-01-04 21:30:00;3525;6;68
2018-01-04 21:45:00;3528;7;68
2018-01-04 22:00:00;3072;6;68
2018-01-04 22:15:00;2790;5;68
2018-01-04 22:30:00;2940;5;70
2018-01-04 22:45:00;2844;6;70
2018-01-04 23:00:00;2205;5;70
2018-01-04 23:15:00;1896;3;70
2018-01-04 23:30:00;1692;4;69
2018-01-04 23:45:00;1728;3;66
2018-01-05 00:00:00;1524;3;67
2018-01-05 00:15:00;1260;2;68
2018-01-05 00:30:00;1080;2;68
2018-01-05 00:45:00;1395;3;71
2018-01-05 01:00:00;1128;3;69
2018-01-05 01:15:00;1128;2;71
2018-01-05 01:30:00;1020;3;69
2018-01-05 01:45:00;564;2;70
2018-01-05 02:00:00;552;1;68
2018-01-05 02:15:00;360;1;73
2018-01-05 02:30:00;405;1;67
2018-01-05 02:45:00;345;1;70
2018-01-05 03:00:00;240;0;67
2018-01-05 03:15:00;150;0;71
2018-01-05 03:30:00;288;1;72
2018-01-05 03:45:00;204;0;70
2018-01-05 04:45:00;216;0;68
2018-01-05 05:00:00;312;1;68
2018-01-05 05:15:00;516;1;72
2018-01-05 05:30:00;336;1;72
2018-01-05 05:45:00;396;1;70
2018-01-05 06:00:00;756;1;72
2018-01-05 06:15:00;1164;2;71
2018-01-05 06:30:00;1410;3;73
2018-01-05 06:45:00;2352;4;71
2018-01-05 07:00:00;3750;7;70
2018-01-05 07:15:00;4536;8;70
2018-01-05 07:30:00;4800;9;69
2018-01-05 07:45:00;5088;10;68
2018-01-05 08:00:00;4455;8;69
2018-01-05 08:15:00;4416;9;68
2018-01-05 08:30:00;3870;7;70
2018-01-05 08:45:00;4764;9;69
2018-01-05 09:00:00;4608;8;68
2018-01-05 09:15:00;4590;8;69
2018-01-05 09:30:00;4035;9;70
2018-01-05 09:45:00;4884;10;68
2018-01-05 10:00:00;4428;9;68
2018-01-05 10:15:00;4128;9;69
2018-01-05 10:30:00;3768;8;70
2018-01-05 10:45:00;3696;7;70
2018-01-05 11:00:00;4560;9;69
2018-01-05 11:15:00;4410;9;70
2018-01-05 11:30:00;4620;9;70
2018-01-05 11:45:00;4716;10;69
2018-01-05 12:00:00;4515;9;69
2018-01-05 12:15:00;4590;9;69
2018-01-05 12:30:00;5640;11;66
2018-01-05 12:45:00;4848;10;67
2018-01-05 13:00:00;4572;9;69
2018-01-05 13:15:00;5232;11;68
2018-01-05 13:30:00;4515;9;69
2018-01-05 13:45:00;5208;10;70
2018-01-05 14:00:00;5625;10;70
2018-01-05 14:15:00;5835;10;68
2018-01-05 14:30:00;6810;12;67
2018-01-05 14:45:00;6816;11;67
2018-01-05 15:00:00;7008;12;67
2018-01-05 15:15:00;5784;10;68
2018-01-05 15:30:00;5730;10;68
2018-01-05 15:45:00;5748;10;68
2018-01-05 16:00:00;4776;9;70
2018-01-05 16:15:00;4356;9;69
2018-01-05 16:30:00;4752;8;68
2018-01-05 16:45:00;5160;9;65
2018-01-05 17:00:00;5700;10;65
2018-01-05 17:15:00;5316;10;65
2018-01-05 17:30:00;5055;10;66
2018-01-05 17:45:00;6000;12;62
2018-01-05 18:00:00;5304;11;63
2018-01-05 18:15:00;4908;9;66
2018-01-05 18:30:00;4680;10;64
2018-01-05 18:45:00;4872;10;64
2018-01-05 19:00:00;4272;8;65
2018-01-05 19:15:00;3912;7;64
2018-01-05 19:30:00;3996;7;64
2018-01-05 19:45:00;3660;8;66
2018-01-05 20:00:00;3660;7;67
2018-01-05 20:15:00;3780;7;66
2018-01-05 20:30:00;4692;9;66
2018-01-05 20:45:00;4800;9;64
2018-01-05 21:00:00;4284;9;65
2018-01-05 21:15:00;4152;8;65
2018-01-05 21:30:00;3492;6;67
2018-01-05 21:45:00;4020;8;66
2018-01-05 22:00:00;3300;7;69
2018-01-05 22:15:00;2910;5;69
2018-01-05 22:30:00;2856;6;67
2018-01-05 22:45:00;2136;4;67
2018-01-05 23:00:00;2112;4;66
2018-01-05 23:15:00;2292;5;68
2018-01-05 23:30:00;1992;5;69
2018-01-05 23:45:00;2136;4;69
2018-01-06 00:00:00;1452;3;69
2018-01-06 00:15:00;1848;4;70
2018-01-06 00:30:00;1830;4;69
2018-01-06 00:45:00;1512;4;65
2018-01-06 01:00:00;1536;3;64
2018-01-06 01:15:00;1380;3;71
2018-01-06 01:30:00;1692;4;69
2018-01-06 01:45:00;1155;2;70
2018-01-06 02:00:00;1056;3;68
2018-01-06 02:15:00;885;2;69
2018-01-06 02:30:00;825;2;71
2018-01-06 02:45:00;636;1;71
2018-01-06 03:00:00;600;1;75
2018-01-06 03:15:00;648;1;70
2018-01-06 03:30:00;504;1;70
2018-01-06 03:45:00;360;1;69
2018-01-06 04:00:00;432;1;68
2018-01-06 04:15:00;576;1;71
2018-01-06 04:30:00;384;1;69
2018-01-06 04:45:00;480;1;69
2018-01-06 05:00:00;288;1;73
2018-01-06 05:15:00;228;0;70
2018-01-06 05:30:00;336;1;69
2018-01-06 05:45:00;444;1;68
2018-01-06 06:00:00;336;1;65
2018-01-06 06:15:00;588;1;69
2018-01-06 06:30:00;585;1;66
2018-01-06 06:45:00;1092;2;69
2018-01-06 07:00:00;1368;2;69
2018-01-06 07:15:00;855;2;71
2018-01-06 07:30:00;876;2;70
2018-01-06 07:45:00;948;2;72
2018-01-06 08:00:00;1068;2;70
2018-01-06 08:15:00;696;2;70
2018-01-06 08:30:00;588;1;68
2018-01-06 08:45:00;816;1;70
2018-01-06 09:00:00;1176;2;71
2018-01-06 09:15:00;1416;4;68
2018-01-06 09:30:00;1116;2;70
2018-01-06 09:45:00;1050;3;71
2018-01-06 10:00:00;1605;4;72
2018-01-06 10:15:00;1584;4;69
2018-01-06 10:30:00;1785;4;68
2018-01-06 10:45:00;1725;4;71
2018-01-06 11:00:00;2565;4;69
2018-01-06 11:15:00;2460;5;68
2018-01-06 11:30:00;2304;5;69
2018-01-06 11:45:00;3120;6;67
2018-01-06 12:00:00;3444;7;67
2018-01-06 12:15:00;3864;8;68
2018-01-06 12:30:00;3660;8;68
2018-01-06 12:45:00;4944;9;67
2018-01-06 13:00:00;4704;10;66
2018-01-06 13:15:00;5700;11;65
2018-01-06 13:30:00;5748;11;65
2018-01-06 13:45:00;6312;13;63
2018-01-06 14:00:00;6090;12;63
2018-01-06 14:15:00;6528;13;64
2018-01-06 14:30:00;7080;14;62
2018-01-06 14:45:00;5928;11;64
2018-01-06 15:00:00;5160;10;64
2018-01-06 15:15:00;4512;9;67
2018-01-06 15:30:00;3204;6;69
2018-01-06 15:45:00;2916;6;68
2018-01-06 16:00:00;2430;5;65
2018-01-06 16:15:00;2130;5;69
2018-01-06 16:30:00;2700;5;67
2018-01-06 16:45:00;2505;5;67
2018-01-06 17:00:00;2904;6;67
2018-01-06 17:15:00;3756;8;66
2018-01-06 17:30:00;4164;8;67
2018-01-06 17:45:00;4800;10;64
2018-01-06 18:00:00;5835;12;62
2018-01-06 18:15:00;5052;10;63
2018-01-06 18:30:00;4590;10;65
2018-01-06 18:45:00;5928;12;62
2018-01-06 19:00:00;5808;11;62
2018-01-06 19:15:00;5556;12;60
2018-01-06 19:30:00;5340;11;61
2018-01-06 19:45:00;4956;10;62
2018-01-06 20:00:00;5340;11;63
2018-01-06 20:15:00;5160;11;63
2018-01-06 20:30:00;4812;11;65
2018-01-06 20:45:00;4410;10;67
2018-01-06 21:00:00;5400;10;62
2018-01-06 21:15:00;4296;9;65
2018-01-06 21:30:00;3996;9;66
2018-01-06 21:45:00;3675;8;64
2018-01-06 22:00:00;3900;8;67
2018-01-06 22:15:00;3744;8;66
2018-01-06 22:30:00;3312;7;67
2018-01-06 22:45:00;2736;6;69
2018-01-06 23:00:00;2580;6;68
2018-01-06 23:15:00;2130;4;67
2018-01-06 23:30:00;1770;4;68
2018-01-06 23:45:00;2076;5;68
2018-01-07 00:00:00;1872;4;69
2018-01-07 00:15:00;2100;4;69
2018-01-07 00:30:00;1368;2;72
2018-01-07 00:45:00;1650;3;69
2018-01-07 01:00:00;1380;3;68
2018-01-07 01:15:00;1404;4;70
2018-01-07 01:30:00;1044;3;71
2018-01-07 01:45:00;900;2;67
2018-01-07 02:00:00;816;1;67
2018-01-07 02:15:00;720;1;68
2018-01-07 02:30:00;660;2;69
2018-01-07 02:45:00;375;1;65
2018-01-07 03:00:00;516;1;64
2018-01-07 03:15:00;336;1;67
2018-01-07 03:30:00;312;1;67
2018-01-07 03:45:00;504;1;69
2018-01-07 04:00:00;375;1;68
2018-01-07 04:15:00;252;0;73
2018-01-07 04:30:00;255;0;71
2018-01-07 04:45:00;240;0;71
2018-01-07 05:00:00;465;1;64
2018-01-07 05:15:00;408;1;70
2018-01-07 05:30:00;390;0;65
2018-01-07 05:45:00;345;1;69
2018-01-07 06:00:00;516;1;68
2018-01-07 06:15:00;324;1;67
2018-01-07 06:30:00;525;1;69
2018-01-07 06:45:00;852;2;69
2018-01-07 07:00:00;792;2;68
2018-01-07 07:15:00;888;2;69
2018-01-07 07:30:00;792;2;68
2018-01-07 07:45:00;1248;3;70
2018-01-07 08:00:00;1128;2;67
2018-01-07 08:15:00;840;2;70
2018-01-07 08:30:00;936;2;67
2018-01-07 08:45:00;1305;3;68
2018-01-07 09:00:00;1056;2;66
2018-01-07 09:15:00;1365;3;68
2018-01-07 09:30:00;1368;3;68
2018-01-07 09:45:00;1548;4;67
2018-01-07 10:00:00;1800;4;68
2018-01-07 10:15:00;1860;4;69
2018-01-07 10:30:00;1704;3;70
2018-01-07 10:45:00;1665;4;69
2018-01-07 11:00:00;2460;5;68
2018-01-07 11:15:00;2520;5;68
2018-01-07 11:30:00;2544;5;68
2018-01-07 11:45:00;2820;5;68
2018-01-07 12:00:00;3192;6;69
2018-01-07 12:15:00;3552;7;68
2018-01-07 12:30:00;3135;6;68
2018-01-07 12:45:00;3384;7;69
2018-01-07 13:00:00;3492;8;68
2018-01-07 13:15:00;3255;7;68
2018-01-07 13:30:00;4056;7;67
2018-01-07 13:45:00;4656;9;66
2018-01-07 14:00:00;4368;8;67
2018-01-07 14:15:00;4632;9;66
2018-01-07 14:30:00;4224;9;67
2018-01-07 14:45:00;4380;9;68
2018-01-07 15:00:00;4680;9;69
2018-01-07 15:15:00;3285;6;69
2018-01-07 15:30:00;3024;6;68
2018-01-07 15:45:00;3060;6;69
2018-01-07 16:00:00;2904;5;69
2018-01-07 16:15:00;2544;4;68
2018-01-07 16:30:00;3252;6;69
2018-01-07 16:45:00;2895;6;68
2018-01-07 17:00:00;3312;7;69
2018-01-07 17:15:00;3516;7;67
2018-01-07 17:30:00;3660;7;68
2018-01-07 17:45:00;3564;7;67
2018-01-07 18:00:00;3336;6;68
2018-01-07 18:15:00;3564;8;68
2018-01-07 18:30:00;3636;8;68
2018-01-07 18:45:00;3975;7;66
2018-01-07 19:00:00;4020;8;66
2018-01-07 19:15:00;3630;8;65
2018-01-07 19:30:00;4152;8;66
2018-01-07 19:45:00;3888;8;65
2018-01-07 20:00:00;3720;7;67
2018-01-07 20:15:00;3228;7;68
2018-01-07 20:30:00;3795;7;67
2018-01-07 20:45:00;3510;7;67
2018-01-07 21:00:00;3375;7;66
2018-01-07 21:15:00;2916;6;67
2018-01-07 21:30:00;2625;5;69
2018-01-07 21:45:00;2664;5;70
2018-01-07 22:00:00;2784;5;70
2018-01-07 22:15:00;2280;5;69
2018-01-07 22:30:00;1992;4;70
2018-01-07 22:45:00;2016;5;70
2018-01-07 23:00:00;1500;3;69
2018-01-07 23:15:00;1800;4;69
2018-01-07 23:30:00;1515;3;70
2018-01-07 23:45:00;1125;2;67
2018-01-08 00:00:00;840;2;65
2018-01-08 00:15:00;768;2;65
2018-01-08 00:30:00;984;2;67
2018-01-08 00:45:00;660;2;64
2018-01-08 01:00:00;552;2;65
2018-01-08 01:15:00;588;1;65
2018-01-08 01:30:00;552;1;66
2018-01-08 02:00:00;72;0;12
2018-01-08 02:15:00;108;0;26
2018-01-08 02:30:00;204;0;66
2018-01-08 02:45:00;156;1;45
2018-01-08 03:00:00;168;0;61
2018-01-08 03:15:00;108;0;66
2018-01-08 03:45:00;216;0;61
2018-01-08 04:00:00;216;0;53
2018-01-08 04:15:00;24;0;24
2018-01-08 04:45:00;168;0;63
2018-01-08 05:00:00;180;0;63
2018-01-08 05:15:00;255;1;64
2018-01-08 05:30:00;288;1;68
2018-01-08 05:45:00;252;0;59
2018-01-08 06:00:00;648;1;69
2018-01-08 06:15:00;1044;1;68
2018-01-08 06:30:00;1584;3;71
2018-01-08 06:45:00;2868;6;71
2018-01-08 07:00:00;5445;10;68
2018-01-08 07:15:00;7008;13;65
2018-01-08 07:30:00;7332;22;48
2018-01-08 07:45:00;4992;38;26
2018-01-08 08:00:00;6096;30;33
2018-01-08 08:15:00;4476;41;26
2018-01-08 08:30:00;4788;44;24
2018-01-08 08:45:00;5244;41;26
2018-01-08 09:00:00;5340;32;32
2018-01-08 09:15:00;5328;10;67
2018-01-08 09:30:00;4365;8;68
2018-01-08 09:45:00;5940;11;64
2018-01-08 10:00:00;6060;11;65
2018-01-08 10:15:00;6150;12;64
2018-01-08 10:30:00;5796;11;66
2018-01-08 10:45:00;5292;10;67
2018-01-08 11:00:00;4470;9;67
2018-01-08 11:15:00;4764;10;67
2018-01-08 11:30:00;4260;9;66
2018-01-08 11:45:00;4365;9;68
2018-01-08 12:00:00;3804;8;68
2018-01-08 12:15:00;4320;8;67
